nome;nome_sistema;tombamento;ano;local_sistema;local_exato_ambiente;condicao
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;157232;Anterior a 2019;CAME;;Pendente
Perfurador - Consumo -;PERFURADOR - CONSUMO -;161313;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA PARA MICROCOMPUTADOR;162748;Anterior a 2019;DIBEM;Residência 1601;Ruim
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;164350;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;164552;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;164570;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;164606;Anterior a 2019;DIBEM;Residencia 2133;Bom
Flanelografo;FLANELOGRAFO;165284;Anterior a 2019;CAME;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;165464;Anterior a 2019;PRAE;;Pendente
Luminaria;LUMINARIA;170141;Anterior a 2019;PRAE;;Pendente
Mesa 03;MESA DE MADEIRA COM 03 GAVETAS;171447;Anterior a 2019;CASE;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;172752;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;172762;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;172763;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;172767;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;172789;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;173067;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;173088;Anterior a 2019;DIBEM;;Pendente
Cama De Madeira Para Solteiro;CAMA DE MADEIRA PARA SOLTEIRO;173172;Anterior a 2019;DIBEM;;Pendente
Cama De Madeira Para Solteiro;CAMA DE MADEIRA PARA SOLTEIRO;173179;Anterior a 2019;DIBEM;;Pendente
Cama De Madeira Para Solteiro;CAMA DE MADEIRA PARA SOLTEIRO;173183;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;173186;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;175443;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA PARA IMPRESSORA;176738;Anterior a 2019;PRAE;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;184574;Anterior a 2019;DIBEM;Residência 1601;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;184587;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Mesa ;MESA PARA MICROCOMPUTADOR;184667;Anterior a 2019;DIBEM;;Pendente
Refrigerador;FREEZER VERTICAL;184799;Anterior a 2019;DIBEM;;Pendente
Mesa ;CARTEIRA ESCOLAR INDIVIDUAL COM MESA E CADEIRA CON;184840;Anterior a 2019;DIBEM;Residencia 2216;Ruim
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;185672;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;185673;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;185684;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;185685;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;185688;Anterior a 2019;DIBEM;;Pendente
Cama De Aco Para Solteiro;CAMA DE ACO PARA SOLTEIRO;187507;Anterior a 2019;DIBEM;;Pendente
Cama De Aco Para Solteiro;CAMA DE ACO PARA SOLTEIRO;187524;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187526;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187527;Anterior a 2019;DIBEM;Residência 25;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187528;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187529;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187530;Anterior a 2019;DIBEM;Residencia 2133;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187531;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187532;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187533;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187538;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187539;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187544;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187549;Anterior a 2019;DIBEM;Residência 1601;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187550;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187553;Anterior a 2019;DIBEM;Residência 1601;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187556;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187560;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187562;Anterior a 2019;DIBEM;Residencia 250;Bom
Mesa ;MESA DE MADEIRA SEM GAVETA;187565;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187569;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187571;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;187572;Anterior a 2019;DIBEM;Residência 148;Bom
Beliche De Aco;BELICHE DE ACO;187878;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;191285;Anterior a 2019;DIBEM;;Pendente
Armario De Madeira Com Portas Corredicas;ARMARIO DE MADEIRA COM PORTAS CORREDICAS;191330;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;195944;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;195966;Anterior a 2019;DIBEM;;Pendente
Impressora Matricial;IMPRESSORA MATRICIAL;196237;Anterior a 2019;DIBEM;;Pendente
Flanelografo;FLANELOGRAFO;196652;Anterior a 2019;DIBEM;;Pendente
Ventilador De Teto;VENTILADOR DE TETO;197423;Anterior a 2019;DIBEM;;Pendente
Carteira Escolar Universitaria De Polipropileno Mo;CARTEIRA ESCOLAR UNIVERSITARIA DE POLIPROPILENO MO;197572;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE CABECEIRA;197730;Anterior a 2019;DIBEM;;Pendente
Cama De Madeira Para Solteiro;CAMA DE MADEIRA PARA SOLTEIRO;198598;Anterior a 2019;DIBEM;;Pendente
Criado-Mudo;CRIADO-MUDO;198603;Anterior a 2019;DIBEM;;Pendente
Criado-Mudo;CRIADO-MUDO;198605;Anterior a 2019;PRAE;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;199372;Anterior a 2019;DIBEM;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;199373;Anterior a 2019;DIBEM;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;199374;Anterior a 2019;DIBEM;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;199376;Anterior a 2019;DIBEM;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;199382;Anterior a 2019;DIBEM;;Pendente
Armario De Madeira Com Revestimento De Formica;ARMARIO DE MADEIRA COM REVESTIMENTO DE FORMICA;204128;Anterior a 2019;DIBEM;;Pendente
Estabilizador De Tensao;ESTABILIZADOR DE TENSAO;206378;Anterior a 2019;DIBEM;;Pendente
Estabilizador De Tensao;ESTABILIZADOR DE TENSAO;206415;Anterior a 2019;PRAE;;Pendente
Carteira  Com Assento E Encosto Em Madeira;CARTEIRA  COM ASSENTO E ENCOSTO EM MADEIRA;207298;Anterior a 2019;DIBEM;;Pendente
Estabilizador De Tensao;ESTABILIZADOR DE TENSAO;209544;Anterior a 2019;PRAE;;Pendente
Poltrona Lobby 610;POLTRONA LOBBY 610;214100;Anterior a 2019;PRAE;;Pendente
Refrigerador DE 300 A 399L;REFRIGERADOR DOMESTICO COM CAPACIDADE DE 300 A 399;214548;Anterior a 2019;DIBEM;;Pendente
Ar Condicionado 18.500 BTUs;APARELHO DE AR CONDICIONADO DE 18.500 BTU'S;214779;Anterior a 2019;PRAE;;Pendente
"Televisão 20""";"TELEVISOR EM CORES DE 20""";214982;Anterior a 2019;DIBEM;;Pendente
"Televisão 20""";"TELEVISOR EM CORES DE 20""";214983;Anterior a 2019;DIBEM;;Pendente
"Televisão 20""";"TELEVISOR EM CORES DE 20""";214985;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216300;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216314;Anterior a 2019;DIBEM;Residencia 2133;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216321;Anterior a 2019;DIBEM;Residência 148;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216323;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216325;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216331;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216332;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216333;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216337;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216338;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216342;Anterior a 2019;DIBEM;Residência 148;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216343;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216344;Anterior a 2019;DIBEM;Residência 148;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216345;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216346;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216347;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216351;Anterior a 2019;DIBEM;Residencia 250;Inservível
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216352;Anterior a 2019;DIBEM;Residencia 250;Inservível
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216362;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216365;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216379;Anterior a 2019;DIBEM;Residência 1601;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216382;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216383;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216385;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216387;Anterior a 2019;DIBEM;Residencia 2133;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216388;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216389;Anterior a 2019;DIBEM;Residencia 2133;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216392;Anterior a 2019;DIBEM;Residencia 2133;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216397;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216398;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216399;Anterior a 2019;DIBEM;Residência 1601;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216409;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216410;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216412;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216414;Anterior a 2019;DIBEM;Residencia 2216;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216415;Anterior a 2019;DIBEM;Residencia 2216;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216416;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216417;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216418;Anterior a 2019;DIBEM;Residencia 2216;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216420;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216422;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216423;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216426;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216427;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216428;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216430;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216431;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;216433;Anterior a 2019;DIBEM;;Pendente
Quadro Branco Magnetizado;QUADRO BRANCO MAGNETIZADO;216479;Anterior a 2019;DIBEM;Residência 25;Inservível
Quadro Branco Magnetizado;QUADRO BRANCO MAGNETIZADO;216481;Anterior a 2019;DIBEM;;Pendente
Quadro Branco Magnetizado;QUADRO BRANCO MAGNETIZADO;216483;Anterior a 2019;DIBEM;;Pendente
Quadro Branco Magnetizado;QUADRO BRANCO MAGNETIZADO;216484;Anterior a 2019;DIBEM;;Pendente
Quadro Branco Magnetizado;QUADRO BRANCO MAGNETIZADO;216492;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218658;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218659;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218660;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218661;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218663;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218664;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218668;Anterior a 2019;DIBEM;Residencia 2133;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218669;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Beliche De Madeira;BELICHE DE MADEIRA;218670;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Beliche De Madeira;BELICHE DE MADEIRA;218673;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Beliche De Madeira;BELICHE DE MADEIRA;218676;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218679;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218681;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218683;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218684;Anterior a 2019;DIBEM;Residência 1601;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218687;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218689;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218690;Anterior a 2019;DIBEM;Residencia 2216;Ruim
Beliche De Madeira;BELICHE DE MADEIRA;218692;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218695;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218696;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218699;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218700;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218701;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218703;Anterior a 2019;DIBEM;Residencia 2216;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218705;Anterior a 2019;DIBEM;Residência 1601;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218706;Anterior a 2019;DIBEM;Residencia 2133;Bom
Beliche De Madeira;BELICHE DE MADEIRA;218708;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218709;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218711;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218712;Anterior a 2019;DIBEM;;Pendente
Beliche De Madeira;BELICHE DE MADEIRA;218716;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;218898;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;218911;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;218926;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;218929;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;218939;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;218946;Anterior a 2019;DIBEM;;Pendente
Flanelografo;FLANELOGRAFO;219073;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219442;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219443;Anterior a 2019;DIBEM;Residência 25;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219448;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219450;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219455;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219458;Anterior a 2019;DIBEM;Residencia 2216;Bom
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219459;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219462;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219463;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219466;Anterior a 2019;DIBEM;Residencia 125;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219467;Anterior a 2019;DIBEM;Residencia 2216;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219468;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219470;Anterior a 2019;DIBEM;Residencia 2216;Bom
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219472;Anterior a 2019;DIBEM;Residência 148;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219474;Anterior a 2019;DIBEM;Residencia 2216;Bom
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219475;Anterior a 2019;DIBEM;Residencia 2216;Bom
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219476;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219477;Anterior a 2019;DIBEM;Residencia 2216;Bom
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219482;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219483;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219487;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219488;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219491;Anterior a 2019;DIBEM;Residencia 2216;Bom
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219494;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219496;Anterior a 2019;DIBEM;Residencia 250;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219497;Anterior a 2019;DIBEM;Residencia 250;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219499;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219501;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219505;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219517;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219518;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219524;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219529;Anterior a 2019;DIBEM;Residência 1601;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219532;Anterior a 2019;DIBEM;Residencia 2133;Ruim
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219540;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219543;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219544;Anterior a 2019;DIBEM;Residencia 2133;Bom
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219549;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto De Madeira Montada E;CADEIRA COM ASSENTO E ENCOSTO DE MADEIRA MONTADA E;219551;Anterior a 2019;DIBEM;;Pendente
